gene_name     synth_rate halflife
RAB5B                0.8     12.4
POU3F1              13.3     10.5
METTL7B              1.0     11.5
FAM180A              1.7     20.1
AP002884.2           3.9     15.1
LGALS7               1.3     13.7
GPR1                 1.7     11.7
MINA                 3.5     23.5
KDM2A               14.2     11.1
IPPK                 2.1     13.7
F11                  0.7     13.3
MYCL                 1.1     22.7
CLEC3B               5.3     11.3
CBARP                1.5      9.7
OSM                  1.2      6.4
ASPN                 1.0      7.6
GHDC                 7.6     10.9
CTD-2331H12.8        1.3     19.7
EMB                  2.7      8.3
KLC4                10.1      5.7
SCAMP2               1.0     24.5
EXOSC1               4.0     27.9
PPP1R3E              5.8      5.3
GNG13                0.6      8.7
EPHX1                2.7     15.2
IFT20                4.6      7.2
TRIML2               1.8      5.3
FXN                  2.5      7.4
GHRL                 1.6     14.6
NONO                 2.4     26.1
RP11-697E2.12        1.0      5.8
FOXO6                2.0     11.8
POLR2I               1.2      8.5
MVD                  0.7     11.8
HPD                  4.3     29.3
ZNF551               3.0      8.5
KRTAP5-9             2.0     22.8
SMARCAD1             1.8      6.6
SURF1                5.4     11.4
F2RL3                9.7     30.6
KCNK12               1.7      6.3
CYBRD1               1.0     10.0
FAM120A              0.6      7.8
HSD17B11             3.2     19.4
EIF4G2               1.0     13.4
GPR85                0.6     14.0
OAF                 11.1     15.4
NCOA7                0.7     15.5
PCDHGA7              1.0      8.1
CEP170               2.6      8.2
HNRNPA1L2            3.2      9.1
RXRG                 2.0     13.0
SYT16                1.1     11.7
APOL4                5.2     14.1
MYRIP                1.4     13.9
GBP6                 1.4      7.8
ZFP57                8.0     17.6
ANKK1                3.2      8.5
KCTD17               9.8      6.1
POTEH                3.4     13.0
ARGFX                1.8     20.5
TGFBR3               1.2     14.7
MTSS1                2.3      5.5
CPT2                 1.4     17.7
POLDIP2              0.7     11.8
PRG3                26.0     19.3
SPECC1L              0.3     12.9
MARK1                0.9     13.1
PCDH11Y              5.6     19.3
NEK5                 3.9     15.6
LMF1                 1.0     10.5
COX7C                4.9      9.1
PREX1                0.8      4.0
CD53                 1.0      8.6
SRP54                1.1     14.5
FAM53A               0.1     13.2
HS3ST3B1             4.2     13.4
NXT2                 1.0     10.7
EP400NL              4.1     13.6
LIN28A               3.1     13.1
L2HGDH               0.7      7.4
TAPT1                6.2      8.5
TMUB1                2.1     16.4
STT3A                1.8     10.1
RP11-214K3.25        8.1      9.3
FDX2                 4.0      9.1
HIST4H4              2.3      7.2
MESDC2               1.9      9.3
CNIH4                0.1     42.1
SHANK2               0.8      4.5
ARID3A               0.4     19.6
PRAMEF6              1.5     12.9
FSTL5               12.3     15.4
TNFRSF8              1.8      6.0
PELI3                9.9     12.0
PRSS1                1.7     38.3
FETUB                1.8     24.1
IQCF1                2.2     12.6
ZNF701               1.7      3.8
SLCO1B3              5.4     13.4
EPS8L3               0.9     18.8
ZNF660               6.2     19.4
BST1                 3.1     13.0
TMC3                 1.3     10.4
EMG1                 4.7     15.6
BPIFB6               0.4      5.7
ZNF735              25.4      6.7
GUCY2C               3.9     18.6
SLC23A2              1.1     13.9
FAM63B               0.9     12.8
URAD                 6.2     11.4
ADH6                 1.7     15.3
rhubarb              0.7     18.5
RMI1                11.0      6.7
C9orf50              7.0     15.7
CDK5RAP2             4.5      8.0
SERPINE1             3.6      6.1
MDM1                 0.5     16.4
OMA1                24.1     31.0
PTPRK                8.6      9.1
TMEM130             10.8     14.5
TCHHL1               4.4      9.6
TIMD4                6.6      8.7
OTOGL                1.7     19.8
RP11-343C2.7         2.5     10.0
NRG1                 2.1     12.5
TMEM174              0.7      9.0
METTL5               9.4      7.6
CH507-9B2.4         11.9      9.7
ZBTB49               2.5      7.5
KLF1                 5.5     13.6
GLUD2                1.7     11.5
SLC28A3              2.7     10.5
ADCY8                0.8     20.5
OLFML3               3.0     16.5
CELA1                1.7     11.0
TMEM163              1.1     10.0
TSNARE1              0.3      8.0
FRRS1                0.7     12.8
PM20D1               1.6      7.3
FKRP                13.8     11.5
EIF3K                3.0      6.6
MTRNR2L13            3.0     11.1
CERK                 6.6     15.9
FOLR1                1.0     16.9
AGL                  2.5      9.9
HTR3D                9.7     13.3
AC027682.1           1.8     10.2
DENND6A              3.6     12.6
FAM170A              1.2     13.0
EEF1E1-BLOC1S5       4.4     11.9
INSM1                4.2     11.5
IDS                  9.3     21.2
HMGCLL1              2.9     12.3
ZNF567               7.2     12.4
C5orf63              1.9      9.6
LLGL2                1.2     11.2
FAM162B              8.0      8.6
SLC15A3              2.7      8.1
VSTM4                1.0     16.6
LRRC14               2.0      7.5
ZDHHC11              0.7     28.2
NIPAL2               3.1     12.4
ABCA1                1.5     20.2
SREBF1               7.4     12.8
RAP2A                4.2     13.9
CCER2                0.9     29.4
RP5-862P8.2          0.9     17.0
SYNPO                0.5     20.0
TSSK6                2.0     10.3
OR6K2                1.4     17.7
CTSK                 6.2     19.7
LINGO3               7.9      8.7
SYDE2                1.8     26.8
UTS2                 3.2     17.8
HOOK2                2.5     13.1
RP4-614O4.11         3.7     15.4
IPO8                 1.1      9.8
KRT83                4.1      8.5
MRPL46               2.6     11.0
CEP78                2.8     15.8
COX8C                2.8      8.1
MCOLN2               4.0      7.8
LIG3                 1.4     10.4
GRM2                 2.8     14.1
TAS2R39              0.3     19.5
ARMC1                1.0     24.2
GALR2                0.7     10.4
FSD2                 5.8      7.4
TMCC1                3.8     17.2
EIF3L                0.4      7.1
THADA                0.1      9.0
TFCP2L1              2.2     16.8
IVNS1ABP             6.5      6.4
ATP13A2             10.1      4.1
ARHGEF2              2.6     18.4
GEMIN2               2.9     15.0
DNAJC2              15.2     11.0
GLRX                 2.1     12.6
FPGT-TNNI3K          0.7     18.1
TPM3                 2.1      8.5
RAPGEF2              2.1      7.0
BTBD6                5.1     21.1
TAS2R9               1.3     23.7
LANCL3               3.2     30.1
TMEM255A             1.9      7.2
PHC1                 8.3     12.3
VRK2                 4.5      8.2
SERPINE3             2.2     15.8
C11orf97             2.5      4.6
SMIM19               6.2     11.6
EFCAB7              10.9     18.5
CRIP2                1.1     14.4
IKBKB                7.5     10.6
HADHA                2.4     11.7
ZHX1-C8orf76         1.4     20.4
KYNU                12.7     14.9
SLC22A15             1.6     16.2
FOXJ2                1.7     21.2
GSAP                 2.6      7.1
TOMM70               3.3     11.7
FGF16                3.5     13.7
MAP3K19              8.1     12.0
PROX1                5.7      5.5
SSTR3                3.9     29.8
SLC22A16             0.8      5.7
TEX15                1.5     10.7
CTLA4                2.5     17.2
OR13C9               1.2     12.7
LIN54                0.5     11.7
RBCK1                0.5     14.1
PCDHA11              1.1     15.6
LEMD2                2.0      8.8
UBQLN4              12.8     21.1
SEC13                1.2     10.5
MPP3                 2.6      7.7
ZNF629               6.4      8.9
CCDC42               0.6     10.7
RP11-949J7.8         5.3      8.2
RAB40AL              1.0     12.9
ZNF506               1.0     11.9
RHCE                 9.9     10.2
GNB5                 1.5     19.9
LCN15                1.8     15.1
HYKK                 1.6     16.4
GAL3ST4              1.6     15.3
PHIP                 7.9     11.9
MYH11                3.0     28.3
HUWE1                0.4     11.0
EDDM3A               1.6      9.7
XYLT2                0.2     11.9
ERAP1                0.9     11.6
FNDC3A               1.6     10.2
STAMBPL1             5.8      8.4
PLA2G4A              0.4     12.0
CYP7A1               3.5      7.7
NMBR                 2.1      4.8
PDILT                1.4     10.4
PEBP4               11.2      9.2
GALNT18             24.6     10.5
RP11-140L24.4       14.4      7.3
MUC1                 0.4     11.2
CHURC1-FNTB          3.0     12.8
ARFGAP2              0.5     24.9
HSD17B4              7.1     17.7
LENEP                1.5      9.3
ERCC8                0.9      4.3
PAPSS2               0.7     10.2
FGF11               10.2      7.1
IMPG1                2.5      6.6
DENND5A              9.3     14.2
OR56B4               8.4     10.2
LYZL6                2.9     13.9
ZDHHC16              2.3      6.2
OR51B5               4.0      6.8
KIF24               22.2      7.8
CNNM3                3.8     14.9
MAFK                 5.7     11.3
NPB                  7.6     11.2
TMEM133              1.0     22.4
CUL9                 0.4     12.8
GRM5                 2.4     24.7
SUSD1                0.6      4.4
LRRC38               0.6      6.8
MT4                  1.1     15.9
USP17L30             5.5     12.3
MYO19                6.8     11.2
PRAC2                0.7      8.2
ACAD9               11.5     10.2
WWC1                 1.7     13.6
KIAA0100             3.1     11.5
TMEM114              1.5     31.2
CTB-25J19.1          1.4     14.5
RSPH6A               1.3      8.9
LMAN1                0.8     10.1
ALX1                 6.1     12.2
RBM44                1.5     16.5
NME6                 1.5     19.2
ZNF177               1.4      6.3
ATF6B                5.6      5.5
HCAR1                3.4      6.4
PCDHA8               2.1     25.4
ARMCX1               0.4     28.4
B3GNT3               1.8     18.8
DNAH10               7.3     19.0
ELAC2                9.9     16.8
USP17L19            11.0     14.0
AC015688.3           2.2      7.1
GRHPR                3.0     10.8
ANP32E               4.0      6.9
IQGAP2               0.9     20.0
KRCC1                3.7     11.5
PIGT                 2.9     12.9
OR4F6                1.8     10.2
SLC9C2               0.5      7.0
KCTD19               1.2     11.5
PPP1R9A              0.3     19.6
CTD-2583A14.9        3.9      6.3
ASZ1                 5.9     20.5
RP11-298I3.5         3.6     13.4
ZNF549               4.2     12.8
PODNL1               4.3     16.5
GOLGA8A              6.8      9.8
SLFN5                1.3      9.5
PGF                  5.1      6.7
AC009977.1           4.2     15.1
MORF4L2              2.8     14.2
CCDC163P             0.4     10.3
UBXN6                3.6      8.4
AKT2                 0.6     10.8
NADK                 1.5     15.7
RNF4                 1.3     14.3
THEG                 1.8     14.5
LAPTM4A              0.4     10.1
AL021546.6           1.1      9.0
ZG16B                0.9     17.7
LIPM                 0.6     15.8
DEFB135              4.8      7.7
KRTAP7-1             0.9     11.8
KRTAP11-1            0.3     16.9
ZG16                 2.5     11.2
AC007163.1           1.5      9.5
SEC31B               6.3      7.2
GTPBP2               1.6      9.8
SLC47A1              3.4      7.6
HLA-DQA2             1.6      9.0
AREG                 3.7      9.7
JMY                  1.5      7.7
OTX2                 1.5     14.2
TMEM106B             2.4      4.2
SPANXC               8.5      8.6
OR1C1                7.1      8.5
AKR1C4               1.9      6.0
CAMK1G               1.5     16.3
CCNYL1               3.7     20.0
TMPRSS15             1.1      8.5
WWC3                 0.7      9.8
FAM47E-STBD1         3.1     13.0
MRPL12               1.1      6.7
GCFC2                1.5     10.8
MTX3                 1.1      9.4
ACD                  3.6     35.2
ATAD2B               0.5     10.3
ASF1A               13.2     15.7
CTC-534A2.2         17.9     18.1
VWF                  6.9     25.1
ZNF117               6.4     12.7
DNAJC16              3.1     11.9
ELMOD2               1.1     12.3
PRY                  1.3     13.5
GALK1                1.2     10.9
PNPLA1               5.2     49.5
STRA6                2.4     22.1
OR6C70               0.4      8.6
SIM1                 5.6     21.4
WEE2                 5.0      7.0
NUMBL                1.2      6.0
PCBP4                0.7     24.0
ALG14                5.6      6.3
TBX18                8.1      7.8
SLAIN1               1.4     10.1
CD40                18.2     19.3
S100A2              13.7     10.6
NAP1L3               6.1      8.0
RRM2                 1.0      6.5
FCGR3B               7.1     16.5
LPP                  3.3      9.6
PCIF1                0.7     18.6
MLLT10               0.9      6.6
SLC19A1              1.7      6.4
AK7                 22.5     12.5
ANKRD33B             7.7     34.8
PHPT1                0.6     20.3
CCDC7                0.7     28.9
FBXL5                0.8      6.5
SESN1                2.0     16.0
ARID1A               1.7      8.5
ZNF440               5.0     10.2
HIST2H4B             0.6     16.1
TRIB1                6.1     13.5
U2AF1                2.1      5.3
NAPB                20.5      4.1
CSRP2                1.2      4.2
RNPS1                1.5     16.9
C2orf81              2.4     19.9
ALS2CR12             1.4     13.5
LYSMD3               1.9     25.0
TNS4                 4.7     15.6
COL16A1              1.2     15.9
PCID2                1.5     10.6
NDUFA9               3.0      9.2
HAUS7                6.3     17.1
FYCO1                8.4     10.3
SUGP1                0.3      6.1
ARL6IP1              1.4     12.0
KRTAP9-7             4.0     11.7
C21orf62             8.6     12.8
TREML2               1.3      8.7
HIST1H2AL            1.5     12.1
CCDC110              0.8     15.6
AAMP                22.5     11.9
BNIP2                7.1      2.8
HOXD12               2.7      9.8
SMPX                 1.3     14.8
BMPER                1.8     18.2
AL365273.1          19.0     18.2
ARX                  0.5     16.1
ELF3                 2.5      8.1
HOXB4                2.8     12.0
LDHAL6B              1.2     10.1
NMD3                 1.7     10.3
LMCD1                3.2      7.6
RP5-874C20.8         0.9     20.0
ZNF230               1.7      4.3
EPN1                 1.3     15.4
PPP1R1B              1.6     25.0
N4BP2                1.1      6.2
AQP4                 0.6      5.5
TMEM241              0.5     11.6
ORM1                 3.3      8.2
TTLL8               10.6     11.7
CENPBD1              3.4      8.0
IRS4                 3.3     17.3
CYP4F11              0.6     11.0
FTH1                 1.8     15.8
FBXO40               3.0     11.5
SLC35E4              0.8      4.7
MRPL32               0.9      8.9
PSTPIP2              1.8      8.8
CDC42BPA             6.6      7.1
KRTAP20-2            3.5     21.9
RHAG                 3.3      6.6
FAM188B              2.9     10.0
USH2A                3.0      8.6
OR2K2                2.7     13.7
GOLGA8F              0.1      4.6
VIP                  0.3      7.8
ALDOB                1.3     11.6
VAMP5                1.0     30.8
CTAGE8               0.8     11.8
NDUFA8              12.2     14.3
CRTC3                1.3     14.8
FAM110B              3.1     11.7
TPSB2               20.6     17.3
C10orf82             6.5     13.0
DYRK3                1.5     17.9
ZMYM1                5.5     18.9
BUB1B-PAK6           0.8     27.1
PPP2R3B              5.5     10.0
PDZK1                0.5      7.2
THSD4                0.7      7.6
OR13H1               0.4     18.9
ZNF469               5.1     13.1
SLC22A8              0.8      8.3
PALM2                1.3      9.1
TMEM234              3.2      6.5
CPEB1                3.4     11.1
ZNF483               0.6     15.6
TES                  0.8     11.4
NIPBL                0.8     24.3
CRAT                 0.6     13.2
UBE2T                0.8      7.5
TMEM151A             2.7     12.3
TXLNG                4.4      6.8
S100A7L2             5.9      7.9
CDA                  1.9      7.5
AC008074.1           1.5     11.8
SLC12A3              1.1      6.2
KIF5C                3.2     13.6
CATSPERD             1.9     11.9
CIAO1                2.8      7.2
CDKAL1               1.2      6.7
S1PR2                0.4     15.5
PLA2G15              1.2     12.6
USP48                3.5     14.4
TTC29                9.7     18.3
HIST1H4I             0.8     13.5
TSGA10IP             5.1     11.6
HIST2H3A             2.0     15.9
SEC16B               0.8     24.4
ANKRD33              5.9      8.0
PPIAL4A              0.9     16.1
AC022819.1           0.4     17.2
ANKRD18B            18.4     10.1
LRRC8A               3.5     11.5
MMRN2                0.9     14.5
CCDC96               8.6      7.3
C2CD4C               1.5     19.5
USP17L18             0.8     12.5
PROCR                1.2     20.6
CES3                 7.1     17.1
ZNF580               1.5     27.8
KIF12                1.5     17.0
PRH2                 8.9      9.4
ABI3                 4.4     10.1
RP11-5A19.5          1.9     19.5
NHLRC4               1.1      5.6
RAD54L               1.0     12.2
AMN1                 0.9     10.8
HIST1H2AG            5.6      9.2
ABCF3                2.0      6.8
NUB1                 8.1      8.2
C3orf14              0.6     18.9
USPL1                3.5      4.4
SNAP23               2.5     12.2
CHRNA1               0.9     14.0
NDUFAF6              2.1     13.2
CTDP1                0.3      8.3
AL023875.1           7.0      8.2
AIG1                 1.0     10.5
RBM42               13.7      7.2
PPP2R5A              1.2     16.0
HIST1H4G             0.4     42.0
ZNF471               0.5     13.0
DISC1                5.7     11.6
ASB11                2.0     26.3
MAMSTR               1.5      5.2
GOT1                 3.0     18.6
SLC13A2              1.1     11.8
PAGE4                0.9     22.0
GAB3                 7.0      7.9
ANTXR2               3.0     21.1
OSBPL2               0.6     10.3
SMURF2               6.2     14.6
KIAA1671             1.1     21.2
STK11IP              1.8     13.5
STX7                 6.3     12.8
RPE                  3.6     17.9
CT45A10              4.2     11.0
MTMR8                1.9     15.0
PLEKHB2              1.1     11.8
ARV1                16.9      7.8
HSBP1                0.5     15.8
SLC38A8              4.6     11.4
ZNF33A               1.6     19.3
DCTN6                5.5     15.7
TMEM98               6.6     35.9
CA4                  2.0      7.2
RAET1E               3.9      9.2
DTX3                 1.7     12.6
LRWD1                5.3     16.3
CELF2                2.2     11.9
PDP2                 0.9      8.2
DNASE1L1             2.4      7.4
ANKRD20A1            1.7     12.7
CFH                  0.8      5.8
FNBP1                5.3     11.5
SUB1                 2.5     12.1
ESD                  5.2     16.1
GPR132               3.4     17.5
CYP3A4               3.1      8.1
CORO1C               3.6     14.6
IPMK                 1.0      8.1
CRYGD                2.7     22.2
GTF2IRD2             4.0     27.3
ZNF519               5.1     10.6
DPY19L4              0.5     26.9
CRIP3                4.1      9.3
AL109923.1           0.7     19.6
FAM90A1              3.2      9.7
HOXA13               1.6      7.5
C22orf39             3.3     21.4
DOK4                11.5     11.2
GRIN2C               1.3      7.4
CPN2                 2.1     16.7
AGPAT4               0.3     17.0
HIF3A               13.4     12.0
MBL2                 1.2     13.4
APOC2                2.6     20.9
C3orf58              2.7     16.6
DNA2                 5.0      9.2
ARRDC1               2.6     11.8
GLI4                 1.1     24.4
DTX3L                4.2      6.8
UGT2B11             10.9     10.4
WIPF3                3.2     11.7
PTGES3               2.2     13.3
ANKRD13B             1.3     19.8
IFITM1               0.8     13.9
LPAR6                0.5      4.2
CXorf49B             4.7     25.2
MT-ND4L              0.4     12.0
MT-ATP6              2.1      7.3
OR52H1               6.7      7.7
SATB1                2.2      7.0
LHFP                 2.7     13.1
NRF1                10.4      7.4
TARS                 0.9     20.1
MTMR6                4.4     15.6
TMEM18               0.9     24.0
CADPS                1.9     16.3
SLC30A9              4.4     10.1
EQTN                 0.4     10.4
PCDHGA1              2.8     10.1
ATOH7                4.4     17.7
TCEB1                0.8      7.9
BLOC1S6              1.1     15.6
ADCY6                3.2     13.8
METTL3               2.1     10.4
TMEM14A              6.3     21.3
POTEB2               0.1      8.8
C6orf15              7.7     20.7
FOXD4                2.1      7.2
MCF2L2               0.9     16.3
VPREB3               2.6      6.1
WNT5B                4.8      5.5
SERF2                0.7     11.1
CAMK2B               7.7      9.6
SNTB1                1.3      7.2
OR8B2                2.3      6.1
CCDC191              2.2      8.8
PCDHA10              2.7     12.3
SMN1                 0.8     12.1
OR6C68               1.2     28.4
NOS3                 9.8     14.9
ADGRF5               0.5     16.6
C18orf8              1.7     21.4
XAGE5                2.8     17.8
RP11-9J18.1          1.7      6.0
PRPF38B              3.0     14.1
LPIN2               15.5     18.6
RNF225               1.0     30.6
TJP1                 0.4     11.5
AL645922.1           1.5     10.8
TINCR                1.5      7.0
TMEM242             13.0     17.1
AP2A2                2.5      4.9
C7orf57              1.0     13.7
IL27                10.3     11.2
DUPD1                2.0      5.7
ARHGAP10             2.0     16.8
RSU1                 4.1     18.9
METTL9               1.9      7.7
POLR3C               7.5      9.0
APOO                 0.7     14.0
ATIC                 1.8     11.9
CCNA1                2.8      6.4
NT5DC1               4.8     16.8
TMPRSS11E            0.5      6.2
RP11-350E12.6        0.8     15.3
PKLR                 5.2     15.7
HIST1H2AA            1.0     43.6
DOK2                 1.4      6.5
QRSL1                3.8     11.2
TBXA2R               1.6      6.4
PCDHGA2              0.7      9.0
CLSTN3               1.5     13.4
KIAA2026             0.6     18.7
RP13-210D15.4        0.6     13.7
MYF6                 6.1     10.8
UBN1                 0.9     18.7
FAM173A              1.8      7.3
PCDH18               6.1     17.6
HIST1H2BE            0.7     11.8
G6PC2                0.8     10.8
FAM187A             12.3      5.1
AP000304.12          2.3      9.5
UQCRFS1              0.9     16.7
VPS37C               0.7     10.6
HOXC13               1.5     13.7
PLEKHA2              1.9     16.2
GPHN                 0.6      4.3
CARM1                0.6     10.5
CNGB1                1.7      6.8
LY9                  4.4     11.3
NHLH2                3.7     10.1
CKAP4                2.7     21.2
ZNF133               1.4     12.0
ARL6IP6              1.8     16.2
GCNT4                3.4     10.2
FBXO3                2.7     26.7
STC1                 3.3     10.7
OMP                  0.7      6.9
INTS6                6.5     17.2
AK1                  1.4     12.0
DUSP27               2.0      9.1
PIK3C2A              1.6      8.4
MUL1                15.6     13.5
TOP1MT               0.9      9.1
NR2E1                4.8     24.2
SNX14                7.5     10.6
SPTBN2               5.9     13.8
PRODH2               4.2     26.8
MXRA7                1.9      9.1
IDH3A                4.9     13.9
CSRNP1               0.9     28.1
SLC35F4              2.1     10.9
HMSD                 2.2     17.4
DIO2                 2.9      5.4
COX11                0.8     32.7
SKIV2L               4.9     11.6
MARCH4               1.1     19.1
PIPOX                1.0      9.9
SLC44A4              1.7     16.7
CALN1                3.1     10.5
AL138751.1           3.5     12.9
TEX2                 9.2     14.3
UBD                  4.4      7.2
LLGL1                3.7     11.6
CHADL                2.1     11.1
AKAP12               4.2     14.4
ARVCF                1.5     14.8
ATP6V1C2             5.8      9.2
MYO1C                0.6     22.7
SYT15                5.9     15.3
ZNF583               1.2      9.2
TMEM63C              0.4     13.3
USP17L22             4.4     10.4
MYCBPAP              0.3      9.9
KRT74                4.6     22.2
RP11-153I24.5        1.4      3.9
KLF15                0.8     17.0
LSMEM1               4.3      8.5
IGSF10               1.6      8.1
TTK                  1.1      4.9
TIMM8A               2.1     22.5
C6orf136             1.0      8.3
IL18RAP              2.2     14.7
PRR13                8.0     14.3
PTGER3               0.3      5.0
IGFN1                1.8      8.2
RPL27                0.7     11.0
MRPS24               1.4     22.0
PLEKHG1              2.5     11.4
CXCL5                7.9     11.0
SURF2                4.8     13.6
SERINC4              3.1     10.7
RHOG                 4.8      9.9
ALPI                 3.7     19.7
CNKSR1               1.7      8.8
LRRC4C               0.5      9.0
GGA2                 6.4      7.8
PXMP2                5.4     12.8
ECSCR                1.1      4.0
TNFAIP8L3            6.8     17.3
OR6K3               10.7      5.2
KMO                 11.0     11.4
BLVRB                2.4     18.4
CPSF6               12.6     20.9
THAP1                3.0     10.8
PYURF                1.7     17.2
ZNF354B              1.7     13.2
TMEM251              1.0     14.7
EIF2B1               8.2      6.1
ZNF324B              7.2     18.7
ARL4A                1.8      9.4
GIGYF2               6.4     15.3
APLF                 4.3     15.6
MAPRE3               1.5      6.5
SLC13A4             12.2     14.9
MRPL9                4.6     13.5
RNF10                0.7      5.0
TOR1B               10.9     12.6
C17orf96             1.7     11.2
PRR4                 1.7     23.0
RSRP1                4.5     17.4
C9orf72              1.5     11.5
CLEC7A               3.5      8.9
HSFY2               10.5     14.1
GDF15                3.9      8.5
PSMF1                2.6      8.4
FGFR1                3.9     16.0
MYO1B                0.9     21.6
OR2AG1               0.8     10.4
KLHDC8B              0.2     13.1
TBCEL                1.0      8.7
MYCN                 1.5      8.9
OPN1MW2              3.2      9.4
ADCYAP1              3.3      9.5
ART5                 0.4     21.0
SNRPD1               4.8     22.4
SOX10                0.5      4.4
DSC1                 5.0      6.0
NBPF15               3.7      9.3
SLC5A1               0.1     11.1
ACVR1B               5.2      9.4
CALCB                1.0      6.5
RPLP1                1.3      6.6
WNT10A               0.6     10.8
NOTUM                1.3     10.9
MEI4                12.1      7.9
MTRNR2L10            3.3     25.8
GOLGA6C              1.2     16.1
ZDHHC6              14.2     15.5
GPR45               12.6      8.4
CMBL                 0.6     10.5
KRTAP5-11            9.0     17.0
AP2M1                1.9      8.0
OR6V1                0.6     21.7
CFC1                 6.9     13.1
RPRD2                1.8      9.9
RRAS                 4.5      9.3
EFNB2                0.6     10.7
GLIS2                0.7     21.0
RIIAD1               6.7      9.2
IFNA1                1.7     12.5
TLR3                 3.1     19.0
RPS4X                4.9     20.2
PRDM7                4.2     10.9
MCFD2                1.5     20.0
APLP2                2.0     16.6
TAP2                 0.9      6.9
STX10                1.1      9.6
SRSF11               2.2      5.5
FPGS                 0.3     10.8
NSL1                 1.0     14.4
AD000671.6          16.0     12.2
LRRC36               2.4     11.6
ZNF253               2.3     15.4
RNF220               4.6     11.5
EGLN2                0.8      7.4
CTTN                 3.7     15.5
SERPINE2             5.9      4.5
CREBBP               1.8     10.8
RAB9B                1.5     13.6
GREM2               19.3      5.6
FAM153B             10.6     12.8
RP5-1021I20.4        3.1     12.3
KLK2                 1.2     31.6
CLSTN1               3.1     12.0
POMT1               10.9     11.2
OR4Q3                2.4     11.9
SLC7A2               2.2     11.1
C4orf33              2.1     15.4
APOA5                2.2     14.9
IGSF1                8.0     11.3
TNFRSF11A            0.6     17.5
C9orf78             29.7      5.7
SPHKAP               1.2      6.3
DYNLRB1              4.2     16.7
C14orf105            1.8      9.9
ERAP2                1.3     19.4
FAM71E1              3.2     14.5
CEACAM7              8.1     13.4
METTL8              10.8     12.1
SMAD2                0.8      8.0
COQ10B               2.5     14.8
OTX1                 2.8     23.6
TFR2                 1.7     18.7
DLC1                 1.6     10.6
WDR5                 2.1      8.6
PSMD2               10.3     16.8
PROSER1              1.7     18.7
KDM2B                1.8      5.4
FBXL8                3.5      8.6
NAALAD2              0.7     10.6
ZFYVE16              1.8     18.5
DONSON               0.9      7.1
GFOD2                0.4     17.0
SGK2                 0.9     13.3
ITGAD                1.7     10.5
PSPN                 4.5     14.0
ZNF860               7.4     10.7
CD164L2              7.9     29.1
FMNL1                0.5     13.1
MRPS16               3.7      5.1
ZNF30                4.2      9.6
C5orf52              4.5     12.2
GCNT7                0.8     25.2
TARBP2               0.7     12.1
LRP5L                1.0      7.2
RPLP2                0.7     10.4
ZBTB22               3.0     13.0
UCP3                 0.4      8.1
ADRA2C               2.5      9.2
SEC14L5              0.7     12.9
PTP4A2               0.9      8.2
TNFSF13B             8.4      9.8
SLC18A2              3.5      3.5
LYVE1                4.1     13.1
EMILIN3              1.5      5.1
NKX6-1               1.9      5.8
EXOSC6               3.1      4.7
TSPAN33              0.8      8.8
LY6G6F               1.5     12.2
ZNF513               2.4     11.9
TXNDC16              0.5      3.6
C2CD4D               0.5     14.7
DGKE                 6.1      8.4
GTF2I                6.2     10.3
RP11-437B10.1        2.2     15.2
SLC7A1               4.7     11.9
TMPRSS11A            1.6      7.3
C14orf119            1.3     14.6
AURKAIP1             0.9      8.6
RBM10               12.9      7.9
DOK6                 3.4      8.9
GPR42                2.4      7.4
PDK3                 2.6      8.7
TMEM266              1.0      6.9
LINC00238            2.0     10.4
SLC12A1              2.3     12.5
EIF3D                0.2     15.9
RP3-461F17.3         1.6     20.1
EMP3                 4.7      5.0
NFATC1               1.5     30.4
ERMP1                1.6     14.4
MMP21                2.6      9.8
AQP5                 0.9     14.3
AXL                  8.4     15.9
ZNF514               1.2     10.1
F8A3                 1.0      9.5
ZNF488               6.2     10.6
ACTR3                3.6      5.4
GLDN                 0.4      9.4
DNM3                 3.6      5.5
AC073657.1           2.7     15.6
ABHD14B              0.5      7.4
STC2                 8.2      5.3
TTC4                 0.6     17.1
CLIP2                2.8     10.6
NPLOC4               0.6     31.6
PDCL3                1.0     22.6
MRPS9                0.2     12.1
PLPP6                1.0     14.7
NPPC                 3.8     12.0
HMGB1                3.4      7.9
MFSD9                1.5     17.8
SYT1                 6.0     14.0
NFXL1                7.6      9.8
TNFSF18              2.0      6.2
DFNB59               1.5     17.7
AATF                10.8     16.4
FAM122C              4.9     20.8
WDR77                1.8     12.3
KRTAP5-6             8.0     17.3
POLK                 3.5      9.7
COLEC10              0.5     19.5
TMEM86B              1.1     13.4
RRN3                 1.4      9.4
AGTRAP               7.2      2.9
KCNQ3                5.1      8.9
ATP13A4              0.2      8.1
LRRC46               5.9     17.3
TMEM68               7.2      8.4
SEMA3D               1.1      8.7
HK2                  6.7     19.5
AC008522.1           1.4     16.6
PAK2                 3.2      8.1
CSNK2A3              3.4     12.8
ZNF669               4.9     11.2
SHD                  1.1     18.5
SSH1                 2.0      6.0
CD177                2.8     24.6
IGSF3                6.7     12.4
RP3-403A15.5         2.7      4.4
NUPL2                0.5     10.9
CHRM2                3.8     11.8
PANK4                0.4     13.3
RPA4                 3.5     14.0
PBXIP1               6.6     18.9
NES                  1.7      9.3
CTD-2370N5.3         1.8     13.2
FHL2                 0.5      8.2
