gene_name         0h    12h    24h    48h    96h 
TMED8             91.5   89.4   74.1   50.3   12.5 
SAMD15            58.8   40.9   24.5    6.5    0.4 
NOXRED1           22.4   33.1   40.2   51.0   47.8 
AF111168.1         7.3    2.8    1.1    0.1    0.0 
VIPAS39          223.0  234.2  245.9  205.7   72.9 
AHSA1             15.4   19.1   20.3   23.1   14.8 
ISM2               6.1    5.1    3.5    1.6    0.2 
SPTLC2            62.8   76.7   81.1   74.7   44.9 
ALKBH1            12.8   15.1   17.4   18.5   13.6 
SLIRP             22.6   16.1    9.2    2.5    0.1 
SNW1              49.7   53.1   64.0   50.3   23.6 
C14orf178          5.5    3.9    2.2    0.7    0.0 
ADCK1             33.1   30.5   30.9   18.6    5.3 
NRXN3            263.0  347.8  394.9  395.6  244.2 
DIO2              15.9    4.0    0.9    0.0    0.0 
CEP128            52.6   72.9   96.5  129.7  147.3 
TSHR              41.6   52.2   63.8   63.4   38.6 
GTF2A1             7.6    9.0    8.5    7.4    3.4 
STON2             73.2  106.7  141.0  225.5  268.7 
SEL1L             37.4   28.4   21.0    9.4    1.2 
FLRT2             24.7   29.9   30.0   25.8   11.6 
GALC              24.4   30.9   32.6   27.0   11.6 
GPR65             22.4   19.2   15.6    7.6    1.2 
KCNK10            20.5    2.8    0.3    0.0    0.0 
SPATA7             2.2    0.8    0.3    0.0    0.0 
PTPN21            15.3    8.3    3.9    0.8    0.0 
ZC3H14             7.3    5.5    4.0    1.5    0.2 
EML5               3.2    0.8    0.2    0.0    0.0 
TTC8               5.1    1.9    0.5    0.0    0.0 
FOXN3              6.5    4.6    3.4    1.0    0.1 
EFCAB11           13.4   16.0   19.1   17.7   10.0 
TDP1              37.1    3.7    0.4    0.0    0.0 
KCNK13             3.1    1.3    0.5    0.0    0.0 
PSMC1             37.0   34.0   29.5   17.3    4.0 
NRDE2             47.6   48.9   46.1   31.6    7.1 
CALM1             13.9   10.1    6.8    2.2    0.2 
TTC7B             33.8   28.0   19.7    8.2    0.9 
RPS6KA5           46.3   37.1   24.8    9.1    0.8 
C14orf159         91.4   37.0   13.3    1.1    0.0 
GPR68             12.7   16.9   19.6   20.6   13.8 
CCDC88C           40.7   25.5   17.4    4.7    0.3 
PPP4R3A           23.9   20.1   12.8    5.0    0.4 
CATSPERB          10.1    2.8    0.6    0.0    0.0 
TC2N             402.4  626.1  911.2 1610.7 2825.8 
FBLN5             13.2    4.4    1.3    0.1    0.0 
TRIP11            61.3   46.9   33.1   12.1    1.1 
ATXN3             13.7    9.6    6.1    1.8    0.1 
AL049872.1       214.0  274.5  300.6  272.6  133.1 
NDUFB1            34.0    2.8    0.2    0.0    0.0 
CPSF2             16.3    8.9    5.7    1.4    0.1 
SLC24A4           16.7   21.9   22.9   19.1    7.3 
RIN3              19.7   12.6    8.4    2.1    0.1 
LGMN               2.4    1.7    1.0    0.3    0.0 
GOLGA5           105.4  141.8  193.8  207.6  194.2 
CHGA              12.1    4.5    1.7    0.2    0.0 
ITPK1             25.5   12.8    7.1    1.3    0.0 
MOAP1             41.3   36.5   35.9   27.0    7.8 
TMEM251           15.4   16.4   16.7   11.6    2.7 
RP11-371E8.4     236.8  359.9  534.2  801.6  995.6 
C14orf142         34.4   25.9   18.4    6.7    0.6 
UBR7              17.0   26.9   34.2   40.8   33.2 
BTBD7             16.5   15.6   13.0    7.6    1.5 
UNC79             87.4   62.4   29.4    6.4    0.2 
COX8C             24.5   12.9    6.2    1.1    0.0 
PRIMA1            43.4   60.0   61.5   68.9   39.3 
FAM181A           48.1   59.4   67.5   66.8   42.3 
ASB2               6.7    4.9    3.1    0.9    0.1 
LINC00521         10.7   10.0    7.8    4.1    0.7 
OTUB2             18.3    7.0    2.5    0.2    0.0 
DDX24             17.9   12.8    7.1    2.2    0.1 
IFI27L1          104.2   97.4   80.5   43.9    8.3 
IFI27              8.5   13.0   17.5   28.7   32.0 
IFI27L2           18.7    7.8    2.8    0.3    0.0 
PPP4R4           282.0  259.1  184.5   95.2   14.8 
SERPINA10          6.9    4.4    3.0    0.9    0.0 
SERPINA6          92.9   72.4   63.9   29.2    4.6 
SERPINA1          12.8   13.6   12.9    8.4    2.4 
SERPINA11          8.5    4.6    2.0    0.2    0.0 
SERPINA9           4.6    5.8    5.9    5.5    2.5 
SERPINA12         33.1   34.2   38.4   28.0   10.1 
SERPINA4          41.3   32.3   25.6   11.3    1.6 
SERPINA5           8.1    6.2    4.2    1.7    0.2 
SERPINA3         131.2  198.5  277.1  539.9 1064.9 
GSC               20.4   18.3   13.4    6.5    0.8 
DICER1            11.6    6.0    2.7    0.5    0.0 
CLMN               7.2    4.8    2.3    0.5    0.0 
SYNE3             44.7   70.7   88.0   90.0   74.0 
GLRX5             24.6   19.1   13.5    5.0    0.4 
TCL1B              7.7    6.6    4.9    1.9    0.2 
TCL1A             30.7   26.7   25.0   20.4    4.8 
TUNAR             21.3   26.8   26.9   23.8   11.8 
C14orf132          5.2    3.1    1.4    0.2    0.0 
BDKRB2            29.1   28.2   28.1   16.3    3.9 
RP11-404P21.8     17.7   18.7   16.2   10.4    2.8 
BDKRB1             8.5    5.3    2.7    0.6    0.0 
ATG2B             92.4  142.3  190.9  266.4  313.0 
GSKIP             86.1   94.8   78.0   55.7   16.3 
AK7              300.5  282.6  210.5  102.7   15.7 
PAPOLA            14.2   16.0   18.7   15.5    5.8 
VRK1              71.2   57.6   47.4   20.7    3.2 
C14orf177         26.1   25.0   21.2   13.5    2.9 
BCL11B            43.0   41.1   37.0   24.3    5.3 
SETD3              2.2    1.1    0.6    0.1    0.0 
CCNK              19.8   14.7    7.7    1.9    0.1 
CCDC85C           42.5   39.4   35.6   25.8    6.2 
HHIPL1            17.0   10.3    5.3    1.1    0.0 
CYP46A1           23.0   16.4    9.5    2.8    0.2 
EML1               4.0    1.3    0.3    0.0    0.0 
EVL               88.4   56.1   28.0    6.4    0.2 
DEGS2             15.2    5.7    2.2    0.2    0.0 
YY1                6.5    5.8    5.2    2.7    0.5 
SLC25A29          42.6   21.4    8.9    1.2    0.0 
SLC25A47          19.7   15.0    9.0    2.9    0.2 
WARS               8.4    0.9    0.1    0.0    0.0 
WDR25             67.1   55.5   36.1   13.8    1.2 
BEGAIN            75.4   90.6   81.3   51.2   16.6 
DLK1              40.8   25.5   13.1    3.4    0.1 
RTL1               5.4    4.7    3.8    2.1    0.3 
DIO3              77.8   68.9   44.8   16.2    1.5 
PPP2R5C           16.3   11.2    5.5    1.4    0.1 
DYNC1H1            8.5    3.9    1.7    0.2    0.0 
HSP90AA1          22.2   13.5    7.3    2.0    0.1 
WDR20            235.4  394.9  541.9  901.2 1235.1 
MOK               45.3   21.0    7.7    0.9    0.0 
ZNF839            46.5   49.6   49.0   47.5   21.5 
CINP              36.8   15.7    6.9    0.9    0.0 
TECPR2            13.3    4.0    1.3    0.1    0.0 
ANKRD9            29.3   30.8   34.8   28.0   13.7 
RCOR1             30.2   14.2    5.1    0.6    0.0 
TRAF3             80.9   63.0   47.0   20.0    2.3 
AMN              305.6  495.2  752.5 1126.9 1876.4 
CDC42BPB          10.0    7.9    5.3    1.9    0.2 
RP11-736N17.11    28.0   20.7   15.1    4.8    0.3 
EXOC3L4          195.6  135.2   93.5   31.6    1.9 
TNFAIP2           30.8   17.1   10.6    2.1    0.1 
EIF5              84.5   43.3   20.7    3.2    0.0 
MARK3             43.0   48.4   51.8   44.4   16.5 
CKB               56.8   62.3   60.2   43.5   13.2 
TRMT61A           43.7   40.5   39.1   24.3    6.5 
BAG5               2.2    2.0    1.7    0.9    0.2 
KLC1              74.5   76.7   73.6   54.9   14.9 
RP11-73M18.2       7.5    4.6    2.7    0.8    0.0 
APOPT1             3.0    2.4    1.4    0.4    0.0 
XRCC3             13.0   10.6    7.9    3.6    0.4 
ZFYVE21            5.3    2.0    0.7    0.1    0.0 
PPP1R13B          18.1    7.9    2.7    0.3    0.0 
C14orf2           52.2   61.6   63.3   71.9   47.0 
TDRD9             45.4   42.1   32.7   14.6    1.7 
RD3L              37.5   37.1   31.4   22.3    5.4 
ASPG              54.0   75.6   80.6   87.0   59.5 
KIF26A            93.4  114.1  111.2  102.1   51.1 
TMEM179           61.1   65.4   74.8   51.4   18.4 
C14orf180        100.1   44.9   18.6    2.7    0.0 
INF2               9.2    7.7    5.8    2.7    0.3 
ADSSL1             2.9    2.8    2.0    1.0    0.1 
SIVA1             20.3   25.9   26.1   22.7   11.2 
AKT1               3.0    1.9    1.2    0.3    0.0 
ZBTB42             8.6    6.1    3.8    1.0    0.0 
CEP170B            8.8    2.3    0.6    0.0    0.0 
PLD4              10.8    5.3    1.9    0.3    0.0 
AHNAK2             6.8    3.0    1.3    0.2    0.0 
C14orf79          52.6   59.9   62.7   56.4   25.5 
CDCA4            113.9    2.5    0.0    0.0    0.0 
GPR132            65.2   77.7   85.6   69.4   29.5 
JAG2              48.0   17.6    6.6    0.7    0.0 
NUDT14            23.3   32.3   35.5   35.4   24.4 
BRF1              24.4    8.3    2.5    0.2    0.0 
BTBD6            113.4  157.1  179.7  203.0  142.6 
PACS2             17.1   19.7   20.1   16.8    6.6 
TEX22             11.7   16.0   16.7   18.1   12.6 
MTA1              12.9    2.6    0.5    0.0    0.0 
CRIP2             16.2   16.3   15.2    9.4    2.5 
CRIP1             11.7    2.1    0.4    0.0    0.0 
AL928654.7        23.5   19.9   14.4    5.7    0.6 
C14orf80         149.4  213.0  251.7  298.5  296.6 
TMEM121            6.8    2.7    1.0    0.1    0.0 
GOLGA6L6          14.7   15.6   10.9    5.8    1.2 
POTEB2             0.9    0.6    0.3    0.1    0.0 
POTEB3            44.6   42.2   39.1   24.4    6.0 
RP11-294C11.1     17.8   12.8    8.5    2.6    0.2 
RP11-294C11.3     59.1   39.5   25.8    9.5    0.7 
POTEB             26.2   15.1    8.1    1.6    0.0 
OR4M2             51.3   64.2   63.4   47.6   24.2 
OR4N4             17.8   11.3    5.3    1.1    0.0 
GOLGA6L22         30.6   17.0   10.8    2.3    0.1 
NIPA1             20.4   14.5    8.7    2.5    0.1 
NIPA2              5.4    3.2    1.8    0.5    0.0 
CYFIP1            15.9   14.9   16.5   12.1    3.8 
TUBGCP5           35.0   29.0   21.8    8.8    1.1 
GOLGA6L1          91.1   77.6   57.9   27.4    3.8 
GOLGA8S            4.3    1.6    0.5    0.0    0.0 
GOLGA6L2           6.9    2.5    1.0    0.1    0.0 
MKRN3             11.9    6.5    3.1    0.5    0.0 
AC126407.1        27.2   27.1   21.6   10.0    1.6 
MAGEL2            34.5   19.3   10.8    2.3    0.1 
NDN               24.4   12.9    5.6    0.9    0.0 
NPAP1             36.1   20.6   11.1    1.9    0.1 
SNRPN             17.3   11.5    6.4    1.8    0.1 
SNURF              4.7    0.4    0.0    0.0    0.0 
RP11-701H24.9    250.3  368.0  459.9  528.1  483.4 
AC124312.1       100.2  131.9  143.1  140.3   96.7 
UBE3A            249.7  302.7  396.7  368.6  274.9 
ATP10A            54.9   77.5   86.3   98.9   76.1 
GABRB3             2.7    1.5    0.8    0.2    0.0 
GABRA5            78.6   78.1   76.2   53.3   16.4 
GABRG3            27.9   29.1   25.0   13.2    2.6 
OCA2               4.6    1.6    0.5    0.0    0.0 
HERC2             30.5   29.6   28.6   21.2    6.8 
GOLGA8F            0.4    0.1    0.0    0.0    0.0 
GOLGA8G           33.9   34.6   30.0   18.2    4.6 
GOLGA8M           19.8    2.5    0.3    0.0    0.0 
GOLGA6L7P         19.6   22.7   22.8   18.4    6.3 
APBA2             15.9   12.3    8.8    3.0    0.2 
FAM189A1         101.5  113.8  109.5   74.3   25.1 
NSMCE3             3.6    3.8    3.8    2.5    0.7 
TJP1               4.9    3.7    3.0    1.2    0.1 
GOLGA8J           74.3   65.1   43.6   16.3    1.6 
GOLGA8T           66.5    7.1    0.6    0.0    0.0 
CHRFAM7A         291.8  273.5  231.1  112.5   22.6 
GOLGA8R           23.1   15.9    9.6    3.3    0.2 
GOLGA8Q            5.5    4.4    3.6    1.5    0.2 
GOLGA8H           14.8   16.0   15.4   10.7    3.8 
ARHGAP11B         85.4  117.6  126.4  130.8   89.4 
FAN1              10.2    8.9    6.8    3.3    0.5 
MTMR10            48.2   39.9   29.8   11.5    1.3 
TRPM1              4.2    1.7    0.6    0.1    0.0 
KLF13             77.4   79.7   66.5   44.9   11.4 
OTUD7A            29.9   28.3   26.7   14.8    3.3 
CHRNA7            23.6   39.2   49.3   82.5  102.9 
GOLGA8K          153.6  142.5   99.9   50.1    6.8 
GOLGA8O           55.6   61.2   55.0   31.3    7.9 
GOLGA8N           73.4   67.7   59.8   40.2    9.0 
ARHGAP11A         12.8   14.7   12.8    9.4    2.8 
SCG5              65.9   65.2   54.6   36.8   11.9 
GREM1             57.1   45.2   23.2    7.6    0.4 
FMN1               7.5    7.8    8.4    5.4    1.6 
RYR3               6.9    4.0    1.8    0.3    0.0 
AVEN              54.0   71.4   92.5  142.5  138.0 
CHRM5             31.0   19.0   11.7    4.2    0.3 
EMC7              52.3   31.8   21.5    5.0    0.3 
PGBD4             10.5    6.4    4.2    1.1    0.1 
KATNBL1           13.6    6.3    2.8    0.4    0.0 
EMC4              25.1   11.7    5.3    0.9    0.0 
SLC12A6          127.3  146.5  140.5  126.9   54.9 
NOP10             95.6  103.0   76.6   61.8   17.9 
NUTM1            137.4  135.9  155.2  126.9   62.5 
LPCAT4            64.4   58.2   48.2   26.3    4.2 
GOLGA8A           72.3   48.6   28.5    8.4    0.4 
GOLGA8B           34.4   46.6   50.2   51.5   34.2 
GJD2              21.6   24.5   22.4   18.2    6.5 
ACTC1             45.9   63.7   83.0  104.1   94.7 
AQR               29.1   15.6    7.7    1.4    0.0 
ZNF770             6.1    3.8    2.3    0.7    0.0 
NANOGP8           23.8   30.6   28.2   22.1    9.5 
DPH6              15.4    4.1    0.8    0.0    0.0 
C15orf41          26.8   25.2   18.1    8.3    1.0 
MEIS2             11.8    5.0    1.5    0.1    0.0 
TMCO5A            67.2   77.1   74.2   64.7   26.5 
SPRED1            11.7    1.5    0.1    0.0    0.0 
FAM98B            55.1   66.6   55.7   49.3   20.1 
RASGRP1           95.6   69.2   42.0   16.7    1.1 
C15orf53          81.2   23.4    6.7    0.4    0.0 
THBS1             12.3   17.2   19.2   22.1   16.1 
FSIP1             22.2   26.5   28.4   28.0   15.6 
GPR176            26.6    9.5    2.6    0.2    0.0 
AC023908.1        13.5    5.1    1.8    0.2    0.0 
EIF2AK4           35.6   26.2   19.8    6.2    0.6 
SRP14             46.3   21.2   10.1    1.4    0.0 
BMF                1.0    0.3    0.1    0.0    0.0 
BUB1B            136.9  127.4  109.9   66.3   14.6 
BUB1B-PAK6        22.7   32.2   44.9   59.6   70.6 
PAK6              45.2   51.3   46.8   31.3   10.1 
PLCB2             43.2   39.4   36.5   16.4    2.9 
ANKRD63           20.7   12.8    7.4    2.0    0.1 
C15orf52          24.5   15.3   12.3    4.7    0.4 
PHGR1             63.4   76.3   82.2  101.4   68.4 
DISP2            149.6   95.9   65.9   18.7    1.6 
KNSTRN            41.4   16.5    7.3    0.9    0.0 
IVD               12.4    9.6    5.5    1.8    0.1 
BAHD1             23.6   10.1    4.8    0.7    0.0 
CHST14            34.9   36.3   33.0   23.4    5.9 
C15orf57          29.3   16.5    8.9    1.7    0.0 
RPUSD2            21.0    7.0    2.6    0.3    0.0 
CASC5              9.6    2.9    0.8    0.1    0.0 
AC022405.1         6.9    6.2    4.5    2.3    0.3 
RAD51             54.1   39.6   22.6    7.3    0.4 
RMDN3            217.1  293.1  316.1  310.7  170.3 
GCHFR             24.3   19.9   15.1    5.3    0.5 
DNAJC17           39.1   33.3   23.6   12.4    2.0 
C15orf62          60.1   77.1   97.9  135.0  139.2 
ZFYVE19            6.9    8.4    9.3    8.3    4.3 
PPP1R14D         110.7  197.3  222.9  314.1  357.8 
SPINT1            40.2   32.8   22.6    9.1    0.8 
RHOV               4.7    1.4    0.5    0.0    0.0 
VPS18             16.7   13.3    7.8    2.7    0.2 
DLL4              33.9   37.4   42.8   43.0   27.9 
CHAC1             41.6   27.1   16.3    5.1    0.2 
INO80             83.3   52.2   25.2    5.9    0.2 
EXD1              14.8   14.1    9.1    3.8    0.4 
CHP1               0.9    0.2    0.1    0.0    0.0 
OIP5              16.8   16.8   12.6    5.5    0.7 
NUSAP1            12.2    6.1    3.5    0.7    0.0 
NDUFAF1           17.9    5.6    1.6    0.1    0.0 
RTF1              59.3   58.3   48.1   31.1    6.4 
ITPKA             15.6   10.1    6.3    1.5    0.1 
LTK              117.7  171.0  161.7  169.3   94.0 
RPAP1            145.3   63.8   21.9    2.3    0.0 
TYRO3             61.3   92.8  124.1  187.0  270.9 
MGA               15.0    2.5    0.3    0.0    0.0 
MAPKBP1           17.7   10.3    5.2    1.1    0.0 
AC073657.1        42.3   52.7   46.8   34.0   10.7 
JMJD7             14.6   10.3    5.9    1.8    0.1 
JMJD7-PLA2G4B     25.2    8.9    3.4    0.3    0.0 
PLA2G4B          327.4  287.9  262.4  123.5   22.9 
SPTBN5           106.2  133.9  154.2  167.2  102.8 
EHD4              30.9   28.7   22.0   11.9    2.6 
PLA2G4E          114.4   54.5   25.3    4.4    0.1 
PLA2G4D           11.2    6.9    4.2    1.1    0.1 
PLA2G4F          318.7  248.8  150.2   55.7    4.2 
VPS39             26.9   44.8   53.5   77.9   80.7 
TMEM87A           40.4   39.2   35.0   21.2    5.0 
GANC              47.6   27.9   17.7    4.4    0.2 
CAPN3              6.9    0.8    0.1    0.0    0.0 
ZNF106             4.4    2.3    1.1    0.2    0.0 
SNAP23            29.6   25.7   21.9   10.4    1.4 
LRRC57            12.0   10.1    9.2    4.5    0.6 
HAUS2            125.3  125.1  112.4   66.8   15.2 
STARD9            85.8  114.7  128.3  138.2   87.3 
CDAN1             11.2   11.9    9.6    6.4    1.5 
TTBK2             99.8  139.7  138.9  161.9  104.0 
UBR1              37.7   37.9   32.2   19.8    4.2 
EPB42             10.3   11.2    9.1    5.5    1.2 
TMEM62            13.9   16.8   18.3   16.1    8.5 
CCNDBP1          182.8  191.8  167.2  137.2   41.3 
TGM5             148.6  164.0  168.9  115.0   34.9 
TGM7              52.9   54.0   43.7   25.0    5.1 
LCMT2            112.3  192.8  266.3  400.7  580.6 
ADAL              52.2   51.7   44.9   29.6    7.4 
ZSCAN29           26.9   17.5    8.8    1.7    0.0 
TUBGCP4            6.5    4.7    3.0    1.0    0.1 
TP53BP1          186.4  136.1   79.3   19.7    1.0 
MAP1A              7.8    5.2    4.1    1.5    0.1 
PPIP5K1           45.4   41.2   34.5   20.5    3.6 
CKMT1B            25.0   20.9   14.9    7.5    1.0 
STRC              35.5   27.7   20.9    8.4    0.8 
CATSPER2          41.3   31.4   22.2    8.3    0.9 
CKMT1A            30.7    8.2    1.7    0.1    0.0 
PDIA3             73.7   74.8   62.6   37.5    8.4 
ELL3              40.6   25.3   16.4    4.5    0.3 
RP11-296A16.1     15.0   11.5    6.8    2.2    0.2 
SERF2              8.6    6.9    4.3    1.7    0.2 
AC018512.1        19.8   15.4    9.0    2.8    0.2 
SERINC4           35.2   26.9   18.7    5.8    0.5 
HYPK              40.9   14.3    4.9    0.4    0.0 
MFAP1             41.4   61.0   65.5   73.1   53.7 
WDR76              4.6    2.2    1.0    0.2    0.0 
FRMD5            222.4  182.3  129.7   48.6    4.5 
CASC4              5.0    1.3    0.3    0.0    0.0 
CTDSPL2           15.4    7.7    2.7    0.3    0.0 
EIF3J              4.9    2.9    1.3    0.3    0.0 
SPG11             12.2   10.4    7.2    2.8    0.3 
PATL2            141.9  115.0   74.6   33.0    3.3 
B2M               45.3   58.5   73.3   76.0   52.8 
TRIM69            23.1   17.5   11.5    3.6    0.2 
TERB2             41.6   35.5   22.1    9.9    0.8 
SORD              53.6   62.8   71.2   54.6   20.9 
DUOX2             79.7  101.6  100.9   88.3   41.4 
DUOXA2            89.9  137.3  154.6  191.1  140.9 
DUOXA1            17.9   15.7   12.8    6.5    0.9 
DUOX1             16.3   17.4   14.4    9.8    2.6 
SHF               17.7    6.8    2.5    0.3    0.0 
SLC28A2           58.3   55.7   50.1   30.7    8.6 
GATM              67.3  113.8  119.6  136.1  108.2 
SPATA5L1          33.1    7.9    1.5    0.1    0.0 
C15orf48          16.3   12.3    6.6    1.7    0.1 
SLC30A4           11.9    7.1    3.9    0.8    0.0 
BLOC1S6           18.7   18.6   17.4   14.6    4.5 
RP11-96O20.4      76.8   85.4   80.6   66.3   21.3 
SQRDL             50.0   59.8   64.6   63.3   36.7 
AC066615.1        41.6   28.6   22.7    9.2    1.1 
SEMA6D           178.4  113.1   66.9   20.6    1.0 
SLC24A5           27.9    9.0    2.4    0.1    0.0 
MYEF2             21.7   32.8   33.2   34.9   24.9 
CTXN2             28.8    9.0    2.3    0.1    0.0 
SLC12A1           27.1   27.4   20.5   10.8    1.8 
DUT              190.8   42.0    8.8    0.3    0.0 
FBN1             137.8  125.6  119.6   88.7   24.3 
CEP152            75.0   90.4   81.0   71.2   27.7 
SHC4               3.3    1.8    0.8    0.2    0.0 
EID1               7.5    5.2    3.0    0.8    0.0 
SECISBP2L          5.1    2.5    1.2    0.2    0.0 
COPS2             44.1   29.1   18.4    4.4    0.2 
GALK2              8.4    4.9    2.6    0.5    0.0 
FAM227B           11.2    5.1    1.9    0.2    0.0 
FGF7               6.3    3.6    1.8    0.4    0.0 
DTWD1            111.9  140.6  129.3  124.9   59.4 
ATP8B4            19.5   17.3   13.3    5.0    0.6 
SLC27A2           50.9   60.7   64.7   61.0   33.8 
HDC               87.2  120.4  162.2  209.7  267.4 
GABPB1            82.8  106.4  116.0   86.6   35.1 
USP8             153.7  141.3  111.0   57.2    7.9 
USP50              4.7    3.0    1.5    0.4    0.0 
TRPM7             36.4   32.5   24.7   14.6    2.5 
SPPL2A            11.7   13.5   13.1    9.0    2.9 
AP4E1            156.2  122.0   73.5   21.4    1.4 
TNFAIP8L3        134.3  139.5  151.8  123.4   56.0 
CYP19A1           16.2    9.8    4.8    1.0    0.0 
GLDN               4.1    2.6    1.6    0.4    0.0 
DMXL2             16.2    7.0    2.8    0.3    0.0 
SCG3              21.4   14.7    9.2    3.0    0.2 
LYSMD2            40.2   44.1   41.6   30.1    8.7 
TMOD2             62.4   41.3   22.5    6.5    0.4 
TMOD3             49.1   51.0   42.3   32.7   10.7 
LEO1              32.3   20.5   10.1    2.4    0.1 
MAPK6             50.3   55.4   59.2   44.8   18.6 
BCL2L10          259.0  237.3  220.0  118.2   20.0 
GNB5              31.7   40.6   46.6   49.6   29.9 
MYO5C             18.3   13.8    8.9    3.6    0.3 
MYO5A             13.3    4.8    1.1    0.1    0.0 
AC018902.1        11.5    5.8    2.7    0.4    0.0 
ARPP19            29.9   31.3   24.9   13.8    2.9 
FAM214A           82.5   54.9   35.4    8.6    0.3 
ONECUT1          124.2  154.8  196.7  167.7  108.2 
WDR72             83.0   90.2   74.2   47.4   14.7 
UNC13C            49.8   51.8   50.1   35.2   12.0 
RSL24D1           47.9   69.4   79.4   78.5   45.7 
RAB27A            23.0   16.6   12.0    3.6    0.3 
PIGBOS1           33.1    4.3    0.4    0.0    0.0 
PIGB              54.4   63.5   59.0   38.2   13.9 
CCPG1             28.0   36.7   35.9   34.1   17.7 
C15orf65          41.9   12.8    2.8    0.1    0.0 
DYX1C1            21.5   24.6   20.2   13.4    3.2 
PYGO1             39.7   47.1   47.5   44.5   20.6 
PRTG              18.0   15.3   11.5    5.7    0.8 
NEDD4             11.8    5.7    2.4    0.4    0.0 
RFX7             161.2  167.2  125.6   67.7   11.4 
TEX9              54.6   14.0    3.6    0.2    0.0 
MNS1              97.1  103.1   97.9   76.5   25.2 
ZNF280D           35.6   45.5   46.4   49.5   25.6 
TCF12             15.1    7.4    3.1    0.4    0.0 
CGNL1            145.0  216.6  310.5  554.7  911.7 
GCOM1             38.9   31.6   27.7   13.1    2.5 
MYZAP              4.6    3.6    2.2    0.8    0.1 
POLR2M            40.5   12.6    4.4    0.3    0.0 
ALDH1A2          233.4  232.3  247.7  171.4   48.2 
AQP9              18.2    7.9    3.0    0.4    0.0 
LIPC              14.7   17.1   17.4   16.5    5.3 
ADAM10            15.7   18.2   17.9   15.1    6.4 
FAM63B            11.6   11.0    9.5    5.0    0.8 
RNF111            48.4   51.2   44.2   39.6   14.0 
SLTM              55.7   70.0   75.9   68.9   36.1 
CCNB2             12.8    6.5    2.7    0.4    0.0 
MYO1E            146.7  258.8  364.2  652.3 1386.5 
LDHAL6B           11.8    8.6    5.5    1.7    0.1 
FAM81A            35.3   37.4   31.4   21.5    4.9 
GCNT3             16.6   17.4   17.4   13.5    5.6 
GTF2A2            14.1    8.7    3.9    1.0    0.0 
BNIP2             23.1    0.8    0.0    0.0    0.0 
FOXB1             16.1   12.5    8.3    3.7    0.3 
ANXA2              8.9    7.0    4.5    2.0    0.2 
ICE2              14.0    8.6    4.1    1.0    0.0 
RORA              21.3    5.7    1.5    0.1    0.0 
VPS13C            11.6    8.1    4.9    1.6    0.1 
C2CD4A            92.9  113.9  154.0  152.6  103.8 
C2CD4B            21.3   21.5   21.3   15.1    5.6 
TLN2              55.8   42.2   25.2    8.3    0.6 
TPM1              10.7    6.9    3.7    1.1    0.0 
LACTB             31.2   34.0   40.3   41.2   20.1 
RPS27L             6.2    4.8    3.1    1.0    0.1 
RAB8B            142.4  186.6  205.9  228.9  150.2 
APH1B             31.5   39.6   39.2   34.8   16.1 
CA12              10.6    5.8    2.9    0.5    0.0 
USP3              42.1   28.9   19.5    5.9    0.4 
FBXL22            28.3   12.3    4.6    0.5    0.0 
HERC1             24.0    8.0    2.3    0.2    0.0 
DAPK2             56.1   39.0   27.4    7.4    0.4 
FAM96A           158.6  116.4   88.3   34.1    3.0 
SNX1              47.1   60.3   83.1   96.5  100.3 
SNX22             20.5   10.2    4.4    0.8    0.0 
PPIB              66.6   43.8   19.3    3.8    0.1 
CSNK1G1           16.7    2.9    0.4    0.0    0.0 
CTD-2116N17.1     32.5   43.2   46.4   58.4   42.8 
KIAA0101          12.4    8.1    3.9    1.1    0.0 
TRIP4             29.5   20.7   13.2    3.9    0.2 
ZNF609            44.5   21.4    8.1    1.1    0.0 
OAZ2              31.8   26.7   20.7    8.6    0.9 
RBPMS2            22.1   11.9    6.0    1.0    0.0 
PIF1               7.7    2.5    0.7    0.1    0.0 
PLEKHO2            2.1    0.7    0.2    0.0    0.0 
AC069368.3        10.7    7.4    4.9    1.6    0.1 
ANKDD1A           19.1   13.0   11.2    4.6    0.5 
SPG21             30.4   24.1   17.8    7.8    0.8 
MTFMT             54.5   35.4   26.1   10.0    0.7 
SLC51B           151.5  182.2  164.3  137.4   52.0 
RASL12             4.9    1.9    0.8    0.1    0.0 
KBTBD13            6.8    2.5    0.7    0.0    0.0 
UBAP1L            19.3   18.1   11.8    4.7    0.5 
PDCD7             56.8   45.1   33.8   13.3    1.4 
CLPX              12.5    8.0    3.7    0.7    0.0 
CILP               5.3    1.3    0.3    0.0    0.0 
PARP16            23.6   13.0    7.5    1.8    0.1 
IGDCC3             4.0    4.4    4.2    3.2    1.6 
IGDCC4            15.7   16.0   12.4    7.3    1.5 
DPP8              40.6   20.5   10.6    1.9    0.0 
HACD3             20.3   11.3    4.2    0.7    0.0 
VWA9              13.6    4.5    1.6    0.1    0.0 
SLC24A1           12.7   12.6   12.0    8.1    2.3 
DENND4A          119.4  130.5  121.8   74.7   22.4 
RAB11A            63.6   88.4  114.4  176.2  263.1 
MEGF11            24.1   33.2   37.3   35.7   21.2 
DIS3L            171.1   95.0   53.2   13.2    0.4 
TIPIN             66.1   82.3   79.7   73.4   36.4 
MAP2K1            19.7   17.0   12.1    5.4    0.6 
SNAPC5            53.3   38.8   28.8    9.1    0.6 
